Year,sex,age,pops,Age,Sex
2032,men,55,4573000,age55_59,/men
2032,men,60,4481000,age60_64,/men
2032,men,65,3717000,age65_69,/men
2032,men,70,3240000,age70_74,/men
2032,men,75,3058000,age75_79,/men
2032,men,80,6113000,age80_,/men
2032,women,0,1993000,age00_04,/women
2032,women,5,2062000,age05_09,/women
2032,women,10,2218000,age10_14,/women
2032,women,15,2417000,age15_19,/women
2032,women,20,2634000,age20_24,/women
2032,women,25,2772000,age25_29,/women
2032,women,30,2998000,age30_34,/women
2032,women,35,3027000,age35_39,/women
2032,women,40,3058000,age40_44,/women
2032,women,45,3460000,age45_49,/women
2032,women,50,3846000,age50_54,/women
2032,women,55,4559000,age55_59,/women
2032,women,60,4543000,age60_64,/women
2032,women,65,3880000,age65_69,/women
2032,women,70,3568000,age70_74,/women
2032,women,75,3583000,age75_79,/women
2032,women,80,10064000,age80_,/women
2033,men,0,2080000,age00_04,/men
2033,men,5,2151000,age05_09,/men
2033,men,10,2290000,age10_14,/men
2033,men,15,2498000,age15_19,/men
2033,men,20,2711000,age20_24,/men
2033,men,25,2882000,age25_29,/men
2033,men,30,3114000,age30_34,/men
2033,men,35,3202000,age35_39,/men
2033,men,40,3162000,age40_44,/men
2033,men,45,3444000,age45_49,/men
2033,men,50,3800000,age50_54,/men
2033,men,55,4421000,age55_59,/men
2033,men,60,4576000,age60_64,/men
2033,men,65,3808000,age65_69,/men
2033,men,70,3267000,age70_74,/men
2033,men,75,2971000,age75_79,/men
2033,men,80,6154000,age80_,/men
2033,women,0,1977000,age00_04,/women
2033,women,5,2047000,age05_09,/women
2033,women,10,2178000,age10_14,/women
2033,women,15,2389000,age15_19,/women
2033,women,20,2604000,age20_24,/women
2033,women,25,2746000,age25_29,/women
2033,women,30,2958000,age30_34,/women
2033,women,35,3038000,age35_39,/women
2033,women,40,3020000,age40_44,/women
2033,women,45,3369000,age45_49,/women
2033,women,50,3753000,age50_54,/women
2033,women,55,4400000,age55_59,/women
2033,women,60,4641000,age60_64,/women
2033,women,65,3967000,age65_69,/women
2033,women,70,3590000,age70_74,/women
2033,women,75,3487000,age75_79,/women
2033,women,80,10133000,age80_,/women
2034,men,0,2063000,age00_04,/men
2034,men,5,2136000,age05_09,/men
2034,men,10,2252000,age10_14,/men
2034,men,15,2465000,age15_19,/men
2034,men,20,2680000,age20_24,/men
2034,men,25,2858000,age25_29,/men
2034,men,30,3062000,age30_34,/men
2034,men,35,3208000,age35_39,/men
2034,men,40,3147000,age40_44,/men
2034,men,45,3363000,age45_49,/men
2034,men,50,3712000,age50_54,/men
2034,men,55,4259000,age55_59,/men
2034,men,60,4626000,age60_64,/men
2034,men,65,3916000,age65_69,/men
2034,men,70,3303000,age70_74,/men
2034,men,75,2919000,age75_79,/men
2034,men,80,6164000,age80_,/men
2034,women,0,1961000,age00_04,/women
2034,women,5,2032000,age05_09,/women
2034,women,10,2143000,age10_14,/women
2034,women,15,2355000,age15_19,/women
2034,women,20,2572000,age20_24,/women
2034,women,25,2727000,age25_29,/women
2034,women,30,2911000,age30_34,/women
2034,women,35,3042000,age35_39,/women
2034,women,40,3003000,age40_44,/women
2034,women,45,3276000,age45_49,/women
2034,women,50,3672000,age50_54,/women
2034,women,55,4232000,age55_59,/women
2034,women,60,4690000,age60_64,/women
2034,women,65,4077000,age65_69,/women
2034,women,70,3622000,age70_74,/women
2034,women,75,3429000,age75_79,/women
2034,women,80,10159000,age80_,/women
2035,men,0,2046000,age00_04,/men
2035,men,5,2122000,age05_09,/men
2035,men,10,2222000,age10_14,/men
2035,men,15,2427000,age15_19,/men
2035,men,20,2647000,age20_24,/men
2035,men,25,2837000,age25_29,/men
2035,men,30,3010000,age30_34,/men
2035,men,35,3200000,age35_39,/men
2035,men,40,3149000,age40_44,/men
2035,men,45,3287000,age45_49,/men
2035,men,50,3637000,age50_54,/men
2035,men,55,4098000,age55_59,/men
2035,men,60,4620000,age60_64,/men
2035,men,65,4040000,age65_69,/men
2035,men,70,3347000,age70_74,/men
2035,men,75,2894000,age75_79,/men
2035,men,80,6142000,age80_,/men
2035,women,0,1943000,age00_04,/women
2035,women,5,2018000,age05_09,/women
2035,women,10,2111000,age10_14,/women
2035,women,15,2318000,age15_19,/women
2035,women,20,2540000,age20_24,/women
2035,women,25,2710000,age25_29,/women
2035,women,30,2864000,age30_34,/women
2035,women,35,3037000,age35_39,/women
2035,women,40,3001000,age40_44,/women
2035,women,45,3191000,age45_49,/women
2035,women,50,3595000,age50_54,/women
2035,women,55,4076000,age55_59,/women
2035,women,60,4677000,age60_64,/women
2035,women,65,4205000,age65_69,/women
2035,women,70,3659000,age70_74,/women
2035,women,75,3399000,age75_79,/women
2035,women,80,10150000,age80_,/women
2036,men,0,2027000,age00_04,/men
2036,men,5,2108000,age05_09,/men
2036,men,10,2194000,age10_14,/men
2036,men,15,2387000,age15_19,/men
2036,men,20,2615000,age20_24,/men
2036,men,25,2816000,age25_29,/men
2036,men,30,2961000,age30_34,/men
2036,men,35,3181000,age35_39,/men
2036,men,40,3158000,age40_44,/men
2036,men,45,3221000,age45_49,/men
2036,men,50,3560000,age50_54,/men
2036,men,55,3954000,age55_59,/men
2036,men,60,4556000,age60_64,/men
2036,men,65,4169000,age65_69,/men
2036,men,70,3402000,age70_74,/men
2036,men,75,2892000,age75_79,/men
2036,men,80,6101000,age80_,/men
2036,women,0,1926000,age00_04,/women
2036,women,5,2004000,age05_09,/women
2036,women,10,2086000,age10_14,/women
2036,women,15,2278000,age15_19,/women
2036,women,20,2509000,age20_24,/women
2036,women,25,2691000,age25_29,/women
2036,women,30,2820000,age30_34,/women
2036,women,35,3021000,age35_39,/women
2036,women,40,3009000,age40_44,/women
2036,women,45,3116000,age45_49,/women
2036,women,50,3517000,age50_54,/women
2036,women,55,3938000,age55_59,/women
2036,women,60,4610000,age60_64,/women
2036,women,65,4337000,age65_69,/women
2036,women,70,3712000,age70_74,/women
2036,women,75,3391000,age75_79,/women
2036,women,80,10115000,age80_,/women
2037,men,0,2007000,age00_04,/men
2037,men,5,2093000,age05_09,/men
2037,men,10,2171000,age10_14,/men
2037,men,15,2345000,age15_19,/men
2037,men,20,2583000,age20_24,/men
2037,men,25,2792000,age25_29,/men
2037,men,30,2921000,age30_34,/men
2037,men,35,3148000,age35_39,/men
2037,men,40,3174000,age40_44,/men
2037,men,45,3172000,age45_49,/men
2037,men,50,3484000,age50_54,/men
2037,men,55,3833000,age55_59,/men
2037,men,60,4445000,age60_64,/men
2037,men,65,4287000,age65_69,/men
2037,men,70,3471000,age70_74,/men
2037,men,75,2906000,age75_79,/men
2037,men,80,6052000,age80_,/men
2037,women,0,1908000,age00_04,/women
2037,women,5,1991000,age05_09,/women
2037,women,10,2065000,age10_14,/women
2037,women,15,2236000,age15_19,/women
2037,women,20,2479000,age20_24,/women
2037,women,25,2667000,age25_29,/women
2037,women,30,2784000,age30_34,/women
2037,women,35,2991000,age35_39,/women
2037,women,40,3021000,age40_44,/women
2037,women,45,3059000,age45_49,/women
2037,women,50,3431000,age50_54,/women
2037,women,55,3821000,age55_59,/women
2037,women,60,4493000,age60_64,/women
2037,women,65,4457000,age65_69,/women
2037,women,70,3779000,age70_74,/women
2037,women,75,3401000,age75_79,/women
2037,women,80,10063000,age80_,/women
2038,men,0,1987000,age00_04,/men
2038,men,5,2078000,age05_09,/men
2038,men,10,2153000,age10_14,/men
2038,men,15,2306000,age15_19,/men
2038,men,20,2551000,age20_24,/men
2038,men,25,2762000,age25_29,/men
2038,men,30,2890000,age30_34,/men
2038,men,35,3103000,age35_39,/men
2038,men,40,3186000,age40_44,/men
2038,men,45,3139000,age45_49,/men
2038,men,50,3404000,age50_54,/men
2038,men,55,3732000,age55_59,/men
2038,men,60,4301000,age60_64,/men
2038,men,65,4380000,age65_69,/men
2038,men,70,3558000,age70_74,/men
2038,men,75,2932000,age75_79,/men
2038,men,80,5998000,age80_,/men
2038,women,0,1889000,age00_04,/women
2038,women,5,1977000,age05_09,/women
2038,women,10,2049000,age10_14,/women
2038,women,15,2196000,age15_19,/women
2038,women,20,2447000,age20_24,/women
2038,women,25,2640000,age25_29,/women
2038,women,30,2756000,age30_34,/women
2038,women,35,2952000,age35_39,/women
2038,women,40,3030000,age40_44,/women
2038,women,45,3020000,age45_49,/women
2038,women,50,3343000,age50_54,/women
2038,women,55,3725000,age55_59,/women
2038,women,60,4345000,age60_64,/women
2038,women,65,4549000,age65_69,/women
2038,women,70,3868000,age70_74,/women
2038,women,75,3423000,age75_79,/women
2038,women,80,10005000,age80_,/women
2039,men,0,1966000,age00_04,/men
2039,men,5,2062000,age05_09,/men
2039,men,10,2138000,age10_14,/men
2039,men,15,2267000,age15_19,/men
2039,men,20,2518000,age20_24,/men
2039,men,25,2728000,age25_29,/men
2039,men,30,2866000,age30_34,/men
2039,men,35,3052000,age35_39,/men
2039,men,40,3190000,age40_44,/men
2039,men,45,3125000,age45_49,/men
2039,men,50,3325000,age50_54,/men
2039,men,55,3648000,age55_59,/men
2039,men,60,4142000,age60_64,/men
2039,men,65,4427000,age65_69,/men
2039,men,70,3662000,age70_74,/men
2039,men,75,2966000,age75_79,/men
2039,men,80,5946000,age80_,/men
2039,women,0,1870000,age00_04,/women
2039,women,5,1961000,age05_09,/women
2039,women,10,2034000,age10_14,/women
2039,women,15,2162000,age15_19,/women
2039,women,20,2413000,age20_24,/women
2039,women,25,2609000,age25_29,/women
2039,women,30,2733000,age30_34,/women
2039,women,35,2908000,age35_39,/women
2039,women,40,3035000,age40_44,/women
2039,women,45,3e+06,age45_49,/women
2039,women,50,3254000,age50_54,/women
2039,women,55,3639000,age55_59,/women
2039,women,60,4186000,age60_64,/women
2039,women,65,4593000,age65_69,/women
2039,women,70,3976000,age70_74,/women
2039,women,75,3456000,age75_79,/women
2039,women,80,9941000,age80_,/women
2040,men,0,1945000,age00_04,/men
2040,men,5,2044000,age05_09,/men
2040,men,10,2123000,age10_14,/men
2040,men,15,2234000,age15_19,/men
2040,men,20,2479000,age20_24,/men
2040,men,25,2696000,age25_29,/men
2040,men,30,2845000,age30_34,/men
2040,men,35,3e+06,age35_39,/men
2040,men,40,3184000,age40_44,/men
2040,men,45,3125000,age45_49,/men
2040,men,50,3248000,age50_54,/men
2040,men,55,3572000,age55_59,/men
2040,men,60,3986000,age60_64,/men
2040,men,65,4424000,age65_69,/men
2040,men,70,3780000,age70_74,/men
2040,men,75,3011000,age75_79,/men
2040,men,80,5894000,age80_,/men
2040,women,0,1851000,age00_04,/women
2040,women,5,1945000,age05_09,/women
2040,women,10,2022000,age10_14,/women
2040,women,15,2131000,age15_19,/women
2040,women,20,2375000,age20_24,/women
2040,women,25,2580000,age25_29,/women
2040,women,30,2713000,age30_34,/women
2040,women,35,2863000,age35_39,/women
2040,women,40,3031000,age40_44,/women
2040,women,45,2996000,age45_49,/women
2040,women,50,3172000,age50_54,/women
2040,women,55,3561000,age55_59,/women
2040,women,60,4031000,age60_64,/women
2040,women,65,4586000,age65_69,/women
2040,women,70,4096000,age70_74,/women
2040,women,75,3499000,age75_79,/women
2040,women,80,9878000,age80_,/women
2041,men,0,1925000,age00_04,/men
2041,men,5,2025000,age05_09,/men
2041,men,10,2110000,age10_14,/men
2041,men,15,2208000,age15_19,/men
2041,men,20,2439000,age20_24,/men
2041,men,25,2663000,age25_29,/men
2041,men,30,2825000,age30_34,/men
2041,men,35,2951000,age35_39,/men
2041,men,40,3165000,age40_44,/men
2041,men,45,3137000,age45_49,/men
2041,men,50,3185000,age50_54,/men
2041,men,55,3498000,age55_59,/men
2041,men,60,3850000,age60_64,/men
2041,men,65,4364000,age65_69,/men
2041,men,70,3902000,age70_74,/men
2041,men,75,3062000,age75_79,/men
2041,men,80,5853000,age80_,/men
2041,women,0,1831000,age00_04,/women
2041,women,5,1927000,age05_09,/women
2041,women,10,2008000,age10_14,/women
2041,women,15,2104000,age15_19,/women
2041,women,20,2334000,age20_24,/women
2041,women,25,2547000,age25_29,/women
2041,women,30,2694000,age30_34,/women
2041,women,35,2820000,age35_39,/women
2041,women,40,3014000,age40_44,/women
2041,women,45,3e+06,age45_49,/women
2041,women,50,3099000,age50_54,/women
2041,women,55,3481000,age55_59,/women
2041,women,60,3894000,age60_64,/women
2041,women,65,4524000,age65_69,/women
2041,women,70,4224000,age70_74,/women
2041,women,75,3552000,age75_79,/women
2041,women,80,9809000,age80_,/women
2042,men,0,1905000,age00_04,/men
2042,men,5,2005000,age05_09,/men
2042,men,10,2095000,age10_14,/men
2042,men,15,2184000,age15_19,/men
2042,men,20,2396000,age20_24,/men
2042,men,25,2631000,age25_29,/men
2042,men,30,2799000,age30_34,/men
2042,men,35,2913000,age35_39,/men
2042,men,40,3131000,age40_44,/men
2042,men,45,3152000,age45_49,/men
2042,men,50,3135000,age50_54,/men
2042,men,55,3423000,age55_59,/men
2042,men,60,3732000,age60_64,/men
2042,men,65,4258000,age65_69,/men
2042,men,70,4015000,age70_74,/men
2042,men,75,3127000,age75_79,/men
2042,men,80,5821000,age80_,/men
2042,women,0,1810000,age00_04,/women
2042,women,5,1909000,age05_09,/women
2042,women,10,1995000,age10_14,/women
2042,women,15,2082000,age15_19,/women
2042,women,20,2292000,age20_24,/women
2042,women,25,2517000,age25_29,/women
2042,women,30,2671000,age30_34,/women
2042,women,35,2783000,age35_39,/women
2042,women,40,2987000,age40_44,/women
2042,women,45,3013000,age45_49,/women
2042,women,50,3044000,age50_54,/women
2042,women,55,3401000,age55_59,/women
2042,women,60,3778000,age60_64,/women
2042,women,65,4412000,age65_69,/women
2042,women,70,4339000,age70_74,/women
2042,women,75,3620000,age75_79,/women
2042,women,80,9751000,age80_,/women
2043,men,0,1885000,age00_04,/men
2043,men,5,1985000,age05_09,/men
2043,men,10,2081000,age10_14,/men
2043,men,15,2166000,age15_19,/men
2043,men,20,2353000,age20_24,/men
2043,men,25,2598000,age25_29,/men
2043,men,30,2770000,age30_34,/men
2043,men,35,2880000,age35_39,/men
2043,men,40,3086000,age40_44,/men
2043,men,45,3163000,age45_49,/men
2043,men,50,3103000,age50_54,/men
2043,men,55,3346000,age55_59,/men
2043,men,60,3635000,age60_64,/men
2043,men,65,4121000,age65_69,/men
2043,men,70,4101000,age70_74,/men
2043,men,75,3210000,age75_79,/men
2043,men,80,5804000,age80_,/men
2043,women,0,1790000,age00_04,/women
2043,women,5,1890000,age05_09,/women
2043,women,10,1979000,age10_14,/women
2043,women,15,2065000,age15_19,/women
2043,women,20,2253000,age20_24,/women
2043,women,25,2485000,age25_29,/women
2043,women,30,2644000,age30_34,/women
2043,women,35,2754000,age35_39,/women
2043,women,40,2948000,age40_44,/women
2043,women,45,3022000,age45_49,/women
2043,women,50,3005000,age50_54,/women
2043,women,55,3313000,age55_59,/women
2043,women,60,3680000,age60_64,/women
2043,women,65,4270000,age65_69,/women
2043,women,70,4429000,age70_74,/women
2043,women,75,3707000,age75_79,/women
2043,women,80,9702000,age80_,/women
2044,men,0,1863000,age00_04,/men
2044,men,5,1965000,age05_09,/men
2044,men,10,2063000,age10_14,/men
2044,men,15,2152000,age15_19,/men
2044,men,20,2316000,age20_24,/men
2044,men,25,2564000,age25_29,/men
2044,men,30,2738000,age30_34,/men
2044,men,35,2857000,age35_39,/men
2044,men,40,3037000,age40_44,/men
2044,men,45,3167000,age45_49,/men
2044,men,50,3090000,age50_54,/men
2044,men,55,3267000,age55_59,/men
2044,men,60,3552000,age60_64,/men
2044,men,65,3971000,age65_69,/men
2044,men,70,4147000,age70_74,/men
2044,men,75,3307000,age75_79,/men
2044,men,80,5795000,age80_,/men
2044,women,0,1770000,age00_04,/women
2044,women,5,1870000,age05_09,/women
2044,women,10,1963000,age10_14,/women
2044,women,15,2052000,age15_19,/women
2044,women,20,2215000,age20_24,/women
2044,women,25,2449000,age25_29,/women
2044,women,30,2614000,age30_34,/women
2044,women,35,2731000,age35_39,/women
2044,women,40,2905000,age40_44,/women
2044,women,45,3029000,age45_49,/women
2044,women,50,2984000,age50_54,/women
2044,women,55,3228000,age55_59,/women
2044,women,60,3596000,age60_64,/women
2044,women,65,4114000,age65_69,/women
2044,women,70,4475000,age70_74,/women
2044,women,75,3810000,age75_79,/women
2044,women,80,9662000,age80_,/women
2045,men,0,1841000,age00_04,/men
2045,men,5,1945000,age05_09,/men
2045,men,10,2047000,age10_14,/men
2045,men,15,2136000,age15_19,/men
2045,men,20,2282000,age20_24,/men
2045,men,25,2525000,age25_29,/men
2045,men,30,2704000,age30_34,/men
2045,men,35,2837000,age35_39,/men
2045,men,40,2985000,age40_44,/men
2045,men,45,3162000,age45_49,/men
2045,men,50,3091000,age50_54,/men
2045,men,55,3194000,age55_59,/men
2045,men,60,3481000,age60_64,/men
2045,men,65,3824000,age65_69,/men
2045,men,70,4145000,age70_74,/men
2045,men,75,3416000,age75_79,/men
2045,men,80,5806000,age80_,/men
2045,women,0,1750000,age00_04,/women
2045,women,5,1850000,age05_09,/women
2045,women,10,1948000,age10_14,/women
2045,women,15,2037000,age15_19,/women
2045,women,20,2184000,age20_24,/women
2045,women,25,2411000,age25_29,/women
2045,women,30,2582000,age30_34,/women
2045,women,35,2711000,age35_39,/women
2045,women,40,2859000,age40_44,/women
2045,women,45,3023000,age45_49,/women
2045,women,50,2979000,age50_54,/women
2045,women,55,3146000,age55_59,/women
2045,women,60,3518000,age60_64,/women
2045,women,65,3964000,age65_69,/women
2045,women,70,4467000,age70_74,/women
2045,women,75,3929000,age75_79,/women
2045,women,80,9637000,age80_,/women
2046,men,0,1819000,age00_04,/men
2046,men,5,1925000,age05_09,/men
2046,men,10,2029000,age10_14,/men
2046,men,15,2123000,age15_19,/men
2046,men,20,2254000,age20_24,/men
2046,men,25,2484000,age25_29,/men
2046,men,30,2671000,age30_34,/men
2046,men,35,2816000,age35_39,/men
2046,men,40,2937000,age40_44,/men
2046,men,45,3143000,age45_49,/men
2046,men,50,3103000,age50_54,/men
2046,men,55,3130000,age55_59,/men
2046,men,60,3409000,age60_64,/men
2046,men,65,3693000,age65_69,/men
2046,men,70,4090000,age70_74,/men
2046,men,75,3529000,age75_79,/men
2046,men,80,5833000,age80_,/men
2046,women,0,1730000,age00_04,/women
2046,women,5,1830000,age05_09,/women
2046,women,10,1929000,age10_14,/women
2046,women,15,2025000,age15_19,/women
2046,women,20,2157000,age20_24,/women
2046,women,25,2370000,age25_29,/women
2046,women,30,2552000,age30_34,/women
2046,women,35,2690000,age35_39,/women
2046,women,40,2817000,age40_44,/women
2046,women,45,3008000,age45_49,/women
2046,women,50,2986000,age50_54,/women
2046,women,55,3075000,age55_59,/women
2046,women,60,3440000,age60_64,/women
2046,women,65,3829000,age65_69,/women
2046,women,70,4408000,age70_74,/women
2046,women,75,4051000,age75_79,/women
2046,women,80,9630000,age80_,/women
2047,men,0,1797000,age00_04,/men
2047,men,5,1904000,age05_09,/men
2047,men,10,2010000,age10_14,/men
2047,men,15,2110000,age15_19,/men
2047,men,20,2232000,age20_24,/men
2047,men,25,2440000,age25_29,/men
2047,men,30,2639000,age30_34,/men
2047,men,35,2792000,age35_39,/men
2047,men,40,2898000,age40_44,/men
2047,men,45,3110000,age45_49,/men
2047,men,50,3117000,age50_54,/men
2047,men,55,3083000,age55_59,/men
2047,men,60,3336000,age60_64,/men
2047,men,65,3583000,age65_69,/men
2047,men,70,3993000,age70_74,/men
2047,men,75,3630000,age75_79,/men
2047,men,80,5888000,age80_,/men
2047,women,0,1708000,age00_04,/women
2047,women,5,1810000,age05_09,/women
2047,women,10,1910000,age10_14,/women
2047,women,15,2011000,age15_19,/women
2047,women,20,2136000,age20_24,/women
2047,women,25,2327000,age25_29,/women
2047,women,30,2521000,age30_34,/women
2047,women,35,2668000,age35_39,/women
2047,women,40,2780000,age40_44,/women
2047,women,45,2980000,age45_49,/women
2047,women,50,2997000,age50_54,/women
2047,women,55,3018000,age55_59,/women
2047,women,60,3360000,age60_64,/women
2047,women,65,3714000,age65_69,/women
2047,women,70,4300000,age70_74,/women
2047,women,75,4163000,age75_79,/women
2047,women,80,9656000,age80_,/women
2048,men,0,1774000,age00_04,/men
2048,men,5,1883000,age05_09,/men
2048,men,10,1989000,age10_14,/men
2048,men,15,2093000,age15_19,/men
2048,men,20,2213000,age20_24,/men
2048,men,25,2399000,age25_29,/men
2048,men,30,2607000,age30_34,/men
2048,men,35,2760000,age35_39,/men
2048,men,40,2866000,age40_44,/men
2048,men,45,3067000,age45_49,/men
2048,men,50,3131000,age50_54,/men
2048,men,55,3053000,age55_59,/men
2048,men,60,3261000,age60_64,/men
2048,men,65,3490000,age65_69,/men
2048,men,70,3866000,age70_74,/men
2048,men,75,3710000,age75_79,/men
2048,men,80,5960000,age80_,/men
2048,women,0,1687000,age00_04,/women
2048,women,5,1791000,age05_09,/women
2048,women,10,1893000,age10_14,/women
2048,women,15,1996000,age15_19,/women
2048,women,20,2117000,age20_24,/women
2048,women,25,2287000,age25_29,/women
2048,women,30,2489000,age30_34,/women
2048,women,35,2642000,age35_39,/women
2048,women,40,2751000,age40_44,/women
2048,women,45,2943000,age45_49,/women
2048,women,50,3007000,age50_54,/women
2048,women,55,2980000,age55_59,/women
2048,women,60,3276000,age60_64,/women
2048,women,65,3619000,age65_69,/women
2048,women,70,4162000,age70_74,/women
2048,women,75,4250000,age75_79,/women
2048,women,80,9705000,age80_,/women
2049,men,0,1751000,age00_04,/men
2049,men,5,1862000,age05_09,/men
2049,men,10,1969000,age10_14,/men
2049,men,15,2077000,age15_19,/men
2049,men,20,2196000,age20_24,/men
2049,men,25,2359000,age25_29,/men
2049,men,30,2572000,age30_34,/men
2049,men,35,2730000,age35_39,/men
2049,men,40,2844000,age40_44,/men
2049,men,45,3016000,age45_49,/men
2049,men,50,3134000,age50_54,/men
2049,men,55,3041000,age55_59,/men
2049,men,60,3186000,age60_64,/men
2049,men,65,3413000,age65_69,/men
2049,men,70,3727000,age70_74,/men
2049,men,75,3754000,age75_79,/men
2049,men,80,6061000,age80_,/men
2049,women,0,1666000,age00_04,/women
2049,women,5,1771000,age05_09,/women
2049,women,10,1875000,age10_14,/women
2049,women,15,1981000,age15_19,/women
2049,women,20,2102000,age20_24,/women
2049,women,25,2250000,age25_29,/women
2049,women,30,2454000,age30_34,/women
2049,women,35,2613000,age35_39,/women
2049,women,40,2728000,age40_44,/women
2049,women,45,2898000,age45_49,/women
2049,women,50,3013000,age50_54,/women
2049,women,55,2959000,age55_59,/women
2049,women,60,3190000,age60_64,/women
2049,women,65,3537000,age65_69,/women
2049,women,70,4012000,age70_74,/women
2049,women,75,4295000,age75_79,/women
2049,women,80,9790000,age80_,/women
2050,men,0,1729000,age00_04,/men
2050,men,5,1841000,age05_09,/men
2050,men,10,1948000,age10_14,/men
2050,men,15,2060000,age15_19,/men
2050,men,20,2183000,age20_24,/men
2050,men,25,2324000,age25_29,/men
2050,men,30,2534000,age30_34,/men
2050,men,35,2695000,age35_39,/men
2050,men,40,2822000,age40_44,/men
2050,men,45,2965000,age45_49,/men
2050,men,50,3129000,age50_54,/men
2050,men,55,3041000,age55_59,/men
2050,men,60,3115000,age60_64,/men
2050,men,65,3343000,age65_69,/men
2050,men,70,3592000,age70_74,/men
2050,men,75,3752000,age75_79,/men
2050,men,80,6183000,age80_,/men
2050,women,0,1643000,age00_04,/women
2050,women,5,1751000,age05_09,/women
2050,women,10,1855000,age10_14,/women
2050,women,15,1964000,age15_19,/women
2050,women,20,2088000,age20_24,/women
2050,women,25,2217000,age25_29,/women
2050,women,30,2415000,age30_34,/women
2050,women,35,2582000,age35_39,/women
2050,women,40,2709000,age40_44,/women
2050,women,45,2853000,age45_49,/women
2050,women,50,3008000,age50_54,/women
2050,women,55,2954000,age55_59,/women
2050,women,60,3110000,age60_64,/women
2050,women,65,3460000,age65_69,/women
2050,women,70,3866000,age70_74,/women
2050,women,75,4289000,age75_79,/women
2050,women,80,9905000,age80_,/women
